id_old,id,first,educ,educt,hrwage,lwage,age,white,female,selfemp,uncov,married,tenure,nsibs,daded,momed,educt_t,educ_t,lwage_t,age2,twoplus,aeduct,dlwage,deduc,deduct,dceduc,dceduct,cseduc,cseduct,dcsumint,dcsuminz,duncov,dmaried,dtenure,pedhs,pedcl,dcpedhs,dcpedhst,dcpedcl,dcpedclt
119,118,0,13,13,11.78821945,2.46710062,44.21902466,1,1,0,0,1,4,,12,10,12,12,2.005065203,1955.322144,0,12.5,0.462035418,1,-1,0,0,13,12,0,0,0,0,3.75,0,0,0,0,0,0
120,119,0,12,16,12.62518311,2.535693407,27.23065186,1,0,0,1,0,5,,12,12,12,16,3.237208843,741.5084229,0,16,-0.701515436,-4,-4,-4,-4,14,14,-56,-56,1,0,1,1,0,-4,-4,0,0
120,119,1,16,12,25.46255493,3.237208843,27.23065186,1,0,0,0,0,4,,12,12,16,12,2.535693407,741.5084229,0,12,0.701515436,4,4,4,4,14,14,56,56,-1,0,-1,1,0,4,4,0,0
121,120,0,12,12,12.46604252,2.523008347,36.36413574,1,0,0,1,0,18,,12,12,12,12,1.976077795,1322.350342,0,12,0.546930552,0,0,0,0,12,12,0,0,0,0,15,1,0,0,0,0,0
121,120,1,12,12,7.214390755,1.976077795,36.36413574,1,0,0,1,0,3,,12,12,12,12,2.523008347,1322.350342,0,12,-0.546930552,0,0,0,0,12,12,0,0,0,0,-15,1,0,0,0,0,0
122,121,0,12,12,10.60939789,2.361740112,36.4818573,1,1,0,0,1,1,,12,12,10,12,1.668593049,1330.925903,0,12,0.693147063,0,-2,0,-2,12,11,0,-22,0,0,0.666999996,1,0,0,-2,0,0
122,121,1,12,10,5.304698944,1.668593049,36.4818573,1,1,0,0,1,0.333000004,,12,12,12,12,2.361740112,1330.925903,0,11,-0.693147063,0,2,2,0,11,12,22,0,0,0,-0.666999996,1,0,2,0,0,0
123,122,1,16,16,9.748094559,2.275989532,26.08863831,1,0,0,0,0,1.508499742,,16,16,16,16,1.841747999,680.6170654,1,16,0.434241533,0,0,0,0,16,16,0,0,0,0,-0.991500258,0,1,0,0,0,0
123,122,0,16,16,6.478524208,1.841747999,26.08863831,1,0,0,0,0,2.5,2,16,13,16,16,2.275989532,680.6170654,1,16,-0.434241533,0,0,0,0,16,16,0,0,0,0,0.991500258,0,1,0,0,0,0
124,123,1,18,16,17.12104416,2.833494663,65.04654694,1,0,1,0.333333343,1,28.51399994,3.5,12,16,18,16,3.516305447,4231.053223,1,16,-0.682810783,2,2,2,2,17,17,34,34,0.333333343,0,-4.819332123,0,1,0,0,2,2
124,123,0,16,18,43.95619583,3.516305447,65.04654694,1,0,1,0,1,33.33333206,3.5,14.66666698,16,16,18,2.833494663,4231.053223,1,18,0.682810783,-2,-2,-2,-2,17,17,-34,-34,-0.333333343,0,4.819332123,0,1,0,0,-2,-2
125,124,0,15,15,9.955425262,2.295832872,29.07666016,1,1,0,0,1,7.050000191,2,13,12,14,15,2.443734407,845.4521484,1,15,-0.147901535,0,-1,0,-1,15,14.5,0,-14.5,0,1,-0.949999809,1,0,0,-1,0,0
125,124,1,15,14,11.55469894,2.443734407,29.07666016,1,1,0,0,0,8,,13,12,15,15,2.295832872,845.4521484,1,14.5,0.147901535,0,1,1,0,14.5,15,14.5,0,0,-1,0.949999809,1,0,1,0,0,0
126,125,1,12,12,12.26711655,2.506922245,50.05064392,1,1,0,0,1,5,,12,12,12,12,1.987046719,2505.066895,0,12,0.519875526,0,0,0,0,12,12,0,0,-1,0,2.5,0,0,0,0,0,0
126,125,0,12,12,7.293961048,1.987046719,50.05064392,1,1,0,1,1,2.5,,8,8,12,12,2.506922245,2505.066895,0,12,-0.519875526,0,0,0,0,12,12,0,0,1,0,-2.5,0,0,0,0,0,0
127,126,0,12,12,16.38981438,2.794643164,25.9705658,1,1,0,0,0,8.5,4,10.5,12,12,12,2.809054852,674.4702759,1,12,-0.014411688,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0
127,126,1,12,12,16.59422493,2.809054852,25.9705658,1,1,0,0,0,8.5,4,9,12,12,12,2.794643164,674.4702759,1,12,0.014411688,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0
128,127,1,12,12,25.4139843,3.234818935,42.32466125,1,0,0,1,1,22.16666603,4,8,8,12,12,3.248426437,1791.376953,1,12,-0.013607502,0,0,0,0,12,12,0,0,0,0,1.833332062,0,0,0,0,0,0
128,127,0,12,12,25.75729752,3.248426437,42.32466125,1,0,0.333333343,1,1,20.33333397,4,5,5.333333492,12,12,3.234818935,1791.376953,1,12,0.013607502,0,0,0,0,12,12,0,0,0,0,-1.833332062,0,0,0,0,0,0
129,128,1,16,14,14.14586353,2.649422169,26.92675781,1,0,0,0,0,4,,12,12,16,14,2.361740112,725.050293,0,14,0.287682056,2,2,2,2,15,15,30,30,0,-1,-2.5,1,0,2,2,0,0
129,128,0,14,16,10.60939789,2.361740112,26.92675781,1,0,0,0,1,6.5,,12,12,14,16,2.649422169,725.050293,0,16,-0.287682056,-2,-2,-2,-2,15,15,-30,-30,0,1,2.5,1,0,-2,-2,0,0
130,129,1,13,13,19.87882042,2.987377644,40.93668365,0,0,0,0.5,1,20.5,10,7,7,12,13,2.928486347,1675.812012,1,13,0.058891296,0,-1,0,-1,13,12.5,0,-12.5,0,0,-2.25,0,0,0,0,0,0
130,129,0,13,12,18.84888458,2.928486347,40.93668365,0,0,0,0.5,1,22.75,10,8,12,13,13,2.987377644,1675.812012,1,12.5,-0.058891296,0,1,1,0,12.5,13,12.5,0,0,0,2.25,0,0,0,0,0,0
131,130,1,12,12,4.77422905,1.563232541,48.24914551,1,1,0,0,1,3,,8,8,12,12,1.547293901,2327.97998,0,12,0.01593864,0,0,0,0,12,12,0,0,0,0,2.993000031,0,0,0,0,0,0
131,130,0,12,12,4.698737621,1.547293901,48.24914551,1,1,0,0,1,0.006999999,,8,8,12,12,1.563232541,2327.97998,0,12,-0.01593864,0,0,0,0,12,12,0,0,0,0,-2.993000031,0,0,0,0,0,0
132,131,0,12,13,5.304698944,1.668593049,37.28131104,1,1,0,0,1,0.5,,12,12,12,13,2.400960922,1389.896118,0,13,-0.732367873,-1,-1,-1,-1,12.5,12.5,-12.5,-12.5,0,0,-7.5,1,0,-1,-1,0,0
132,131,1,13,12,11.03377342,2.400960922,37.28131104,1,1,0,0,1,8,,12,12,13,12,1.668593049,1389.896118,0,12,0.732367873,1,1,1,1,12.5,12.5,12.5,12.5,0,0,7.5,1,0,1,1,0,0
133,132,0,13,12,7.286634922,1.986041784,70.80047607,1,0,1,0,1,44,9,12,10,12,12,1.059115887,5012.70752,1,12,0.926925898,1,0,1,0,12.5,12,12.5,0,0,0,-11,1,0,1,0,0,0
133,132,1,12,12,2.883820295,1.059115887,70.80047607,1,0,1,0,1,55,9,12,11,12,13,1.986041784,5012.70752,1,12.5,-0.926925898,-1,0,0,-1,12,12.5,0,-12.5,0,0,11,1,0,0,-1,0,0
134,133,0,13,13,11.81993389,2.468129635,30.02703094,1,0,0,1,0,2.549999714,,12,12,13,13,2.703726292,901.6225586,1,13,-0.235596657,0,0,0,0,13,13,0,0,0,0,-3.450000286,1,0,0,0,0,0
134,133,1,13,13,14.94181347,2.703726292,30.02703094,1,0,0,1,0,6,2,12,12,13,13,2.468129635,901.6225586,1,13,0.235596657,0,0,0,0,13,13,0,0,0,0,3.450000286,1,0,0,0,0,0
135,134,0,16,12,14.14586353,2.649422169,30.2258606,1,1,0,0,1,4.5,,12,16,16,12,1.754770637,913.6026611,0,12,0.894651532,4,4,4,4,14,14,56,56,-1,1,-2.5,0,1,0,0,4,4
135,134,1,12,16,5.782121658,1.754770637,30.2258606,1,1,0,1,0,7,,12,16,12,16,2.649422169,913.6026611,0,16,-0.894651532,-4,-4,-4,-4,14,14,-56,-56,1,-1,2.5,0,1,0,0,-4,-4
136,135,0,13.66666698,12,20.71304131,2.994918585,53.3285408,1,0,0,0,1,26.66666603,7,6.5,9,12.66666698,12,2.518638849,2843.93335,1,12,0.476279736,1.666666985,0.666666985,1.666666985,0.666666985,12.83333397,12.33333397,21.38889313,8.222226143,0,0,1.600000381,0,0,0,0,0,0
136,135,1,12,12.66666698,12.41820908,2.518638849,53.3285408,1,0,0,0,1,25.06666565,7,4,9.666666985,12,13.66666698,2.994918585,2843.93335,1,13.16666698,-0.476279736,-1.666666985,-0.666666985,-0.666666985,-1.666666985,12.33333397,12.83333397,-8.222226143,-21.38889313,0,0,-1.600000381,0,0,0,0,0,0
137,136,1,13,12,19.0969162,2.949526787,37.37438965,1,0,0,1,1,15,,18,9,12,12,2.333569288,1396.844971,0,12,0.615957499,1,0,1,0,12.5,12,12.5,0,1,0,6,0,1,0,0,1,0
137,136,0,12,12,10.3146925,2.333569288,37.37438965,1,0,1,0,1,9,,18,11,12,13,2.949526787,1396.844971,0,12.5,-0.615957499,-1,0,0,-1,12,12.5,0,-12.5,-1,0,-6,0,1,0,0,0,-1
138,137,0,13,12,5.304698944,1.668593049,21.92744446,1,1,0,0,0,1.25,,12,12,12,12,1.956275105,480.8128357,0,12,-0.287682056,1,0,1,0,12.5,12,12.5,0,0,0,-1.75,1,0,1,0,0,0
138,137,1,12,12,7.072931767,1.956275105,21.92744446,1,1,0,0,0,3,,12,12,12,13,1.668593049,480.8128357,0,12.5,0.287682056,-1,0,0,-1,12,12.5,0,-12.5,0,0,1.75,1,0,0,-1,0,0
139,138,1,16,16,7.957048416,2.074058056,23.96987915,1,1,0,0,0,0.018999998,,12,12,16,16,2.417829752,574.5551147,0,16,-0.343771696,0,0,0,0,16,16,0,0,0,0,-0.038000003,1,0,0,0,0,0
139,138,0,16,16,11.22147942,2.417829752,23.96987915,1,1,0,0,0,0.057,,12,12,16,16,2.074058056,574.5551147,0,16,0.343771696,0,0,0,0,16,16,0,0,0,0,0.038000003,1,0,0,0,0,0
140,139,1,18,18,7.97340107,2.075623751,36.68617249,1,0,0,0,0,1.25,6,16,15.5,18,18,2.361690283,1345.875244,1,18,-0.286066532,0,0,0,0,18,18,0,0,0,0,-2.75,0,1,0,0,0,0
140,139,0,18,18,10.61351967,2.361690283,36.68617249,1,0,0,0,0,4,6,16,12,18,18,2.075623751,1345.875244,1,18,0.286066532,0,0,0,0,18,18,0,0,0,0,2.75,0,1,0,0,0,0
141,140,1,16,16,12.01741219,2.381765366,37.31484985,1,1,0,0,1,7.233333111,4,16,16,16,16,2.676826954,1392.398071,1,16,-0.295061588,0,0,0,0,16,16,0,0,0,0,-5.300000668,0,1,0,0,0,0
141,140,0,16,16,14.62104511,2.676826954,37.31484985,1,1,0,0,1,12.53333378,4,16,16,16,16,2.381765366,1392.398071,1,16,0.295061588,0,0,0,0,16,16,0,0,0,0,5.300000668,0,1,0,0,0,0
142,141,0,14,10,11.70600033,2.459909201,43.60027313,1,1,0,0,1,15.5,3,8,8,13.5,11,1.944938421,1900.983765,1,10.5,0.514970779,3,3.5,4,2.5,12,12.25,48,30.625,0,0,14.83500004,0,0,0,0,0,0
142,141,1,11,13.5,6.994133472,1.944938421,43.60027313,1,1,0,0,1,0.664999962,3,6,10,10,14,2.459909201,1900.983765,1,13.75,-0.514970779,-3,-3.5,-2.5,-4,12.25,12,-30.625,-48,0,0,-14.83500004,0,0,0,0,0,0
143,142,0,13,13,4.508994102,1.506074071,18.78164673,1,1,0,0,0,0.166999996,,18,12,13,13,1.506074071,352.7502441,0,13,0,0,0,0,0,13,13,0,0,0,0,-0.083000004,0,1,0,0,0,0
143,142,1,13,13,4.508994102,1.506074071,18.78164673,1,1,0,0,0,0.25,,16,12,13,13,1.506074071,352.7502441,0,13,0,0,0,0,0,13,13,0,0,0,0,0.083000004,0,1,0,0,0,0
144,143,0,14,12,14.46736145,2.671895266,36.62149048,1,1,0,0,0,10,,14,12,14,12,2.361740112,1341.133545,0,12,0.310155153,2,2,2,2,13,13,26,26,0,0,1,1,0,2,2,0,0
144,143,1,12,14,10.60939789,2.361740112,36.62149048,1,1,0,0,0,9,,13,12,12,14,2.671895266,1341.133545,0,14,-0.310155153,-2,-2,-2,-2,13,13,-26,-26,0,0,-1,1,0,-2,-2,0,0
145,144,1,14,12,23.68320656,3.164766312,45.6125946,1,1,1,0,1,3,,12,12,14,12,2.792515516,2080.508789,0,12,0.372250795,2,2,2,2,13,13,26,26,0,0,-4,1,0,2,2,0,0
145,144,0,12,14,16.3220253,2.792515516,45.6125946,1,1,0,0,1,7,,12,12,12,14,3.164766312,2080.508789,0,14,-0.372250795,-2,-2,-2,-2,13,13,-26,-26,0,0,4,1,0,-2,-2,0,0
146,145,1,12,12,5.174937725,1.64326179,30.13027382,1,1,0,0,1,4,5.5,12,12,12,12,1.578490138,907.833374,1,12,0.064771652,0,0,0,0,12,12,0,0,0,0,2.916666508,1,0,0,0,0,0
146,145,0,12,12,4.857804298,1.578490138,30.13027382,1,1,0,0,1,1.083333373,6,12,12,12,12,1.64326179,907.833374,1,12,-0.064771652,0,0,0,0,12,12,0,0,0,0,-2.916666508,1,0,0,0,0,0
147,146,1,14,12,24.48330498,3.197991371,38.77070618,1,1,0,0,1,16,,13,12,13,13,3.11097455,1503.167603,0,12.5,0.087016821,1,1,2,0,13,13,26,0,0,0,-2,1,0,2,0,0,0
147,146,0,13,13,22.44290733,3.11097455,38.77070618,1,1,0,0,1,18,,14,12,12,14,3.197991371,1503.167603,0,13.5,-0.087016821,-1,-1,0,-2,13,13,0,-26,0,0,2,1,0,0,-2,0,0
148,147,1,12,12,21.86199188,3.084749699,45.55509949,1,1,0,1,1,13,,12,8,12,12,2.974844694,2075.26709,0,12,0.109905005,0,0,0,0,12,12,0,0,0,0,-7,0,0,0,0,0,0
148,147,0,12,12,19.58658028,2.974844694,45.55509949,1,1,0,1,1,20,,12,9,12,12,3.084749699,2075.26709,0,12,-0.109905005,0,0,0,0,12,12,0,0,0,0,7,0,0,0,0,0,0
149,148,0,12,14,2.493207932,0.913570225,40.31210327,1,1,0,0,1,1,,8,8,12,14,1.76390326,1625.065674,0,14,-0.850333035,-2,-2,-2,-2,13,13,-26,-26,0,0,-2,0,0,0,0,0,0
149,148,1,14,12,5.835168839,1.76390326,40.31210327,1,1,0,0,1,3,,8,12,14,12,0.913570225,1625.065674,0,12,0.850333035,2,2,2,2,13,13,26,26,0,0,2,0,0,0,0,0,0
150,149,1,14,16,7.957048416,2.074058056,28.41340637,1,1,0,0,0,6,,14,16,14,16,2.803572893,807.3216553,0,16,-0.729514837,-2,-2,-2,-2,15,15,-30,-30,0,0,-2,0,1,0,0,-2,-2
150,149,0,16,14,16.50350761,2.803572893,28.41340637,1,1,0,0,0,8,,14,14,16,14,2.074058056,807.3216553,0,14,0.729514837,2,2,2,2,15,15,30,30,0,0,2,0,1,0,0,2,2
151,150,1,16,16,9.548458099,2.256379604,28.41340637,1,1,0,0,0,6,,13,16,14,16,2.757154942,807.3216553,0,16,-0.500775337,0,-2,0,-2,16,15,0,-30,0,0,3,0,1,0,0,0,-2
151,150,0,16,14,15.75495625,2.757154942,28.41340637,1,1,0,0,0,3,,12,15,16,16,2.256379604,807.3216553,0,15,0.500775337,0,2,2,0,15,16,30,0,0,0,-3,0,1,0,0,2,0
152,151,0,12,13,7.559729099,2.022835255,22,1,1,0,0,1,4,2,12,12,12,14,2.010498047,484,0,13.5,0.012337208,-2,-1,-1,-2,12.5,13,-12.5,-26,0,0,2,1,0,-1,-2,0,0
152,151,1,14,12,7.467034817,2.010498047,22,1,1,0,0,1,2,2,13,12,13,12,2.022835255,484,0,12,-0.012337208,2,1,2,1,13,12.5,26,12.5,0,0,-2,1,0,2,1,0,0
153,152,0,12.5,16,10.29935837,2.332081556,35,1,1,0,0,1,15.5,3,13.5,12,13,16,2.030976534,1225,0,16,0.301105022,-3.5,-3,-3.5,-3,14.25,14.5,-49.875,-43.5,0,0,14.5,1,0,-3.5,-3,0,0
153,152,1,16,13,7.621524811,2.030976534,35,1,1,0,0,1,1,3,12,12,16,12.5,2.332081556,1225,0,12.75,-0.301105022,3.5,3,3,3.5,14.5,14.25,43.5,49.875,0,0,-14.5,1,0,3,3.5,0,0
154,153,0,12,12,10.59467888,2.359963417,40.5,1,1,0,0,0,19.5,2,12,12,12,12,2.502504349,1640.25,1,12,-0.142540932,0,0,0,0,12,12,0,0,0,-1,-3,1,0,0,0,0,0
154,153,1,12,12,12.2131176,2.502504349,40.5,1,1,0,0,1,22.5,2,12,12,12,12,2.359963417,1640.25,1,12,0.142540932,0,0,0,0,12,12,0,0,0,1,3,1,0,0,0,0,0
155,154,1,18,16,4.291399002,1.456612825,24,1,1,0,0,0,2,1,18,14,18,16,1.975406647,576,0,16,-0.518793821,2,2,2,2,17,17,34,34,0,0,1.5,0,1,0,0,2,2
155,154,0,16,18,7.209550858,1.975406647,24,1,1,0,0,0,0.5,1,18,14,16,18,1.456612825,576,0,18,0.518793821,-2,-2,-2,-2,17,17,-34,-34,0,0,-1.5,0,1,0,0,-2,-2
156,155,1,12,12,8.239486694,2.108937979,48,1,1,1,0,1,1,2,8,14,12,13,1.638934374,2304,0,12.5,0.470003605,-1,0,0,-1,12,12.5,0,-12.5,0,0,-2,0,0,0,0,0,0
156,155,0,13,12,5.149679184,1.638934374,48,1,1,0,0,1,3,2,8,13,12,12,2.108937979,2304,0,12,-0.470003605,1,0,1,0,12.5,12,12.5,0,0,0,2,0,0,0,0,0,0
157,156,0,12,15,11.58677769,2.449864626,55,1,1,0,1,1,8,4,12,12,12,15,3.029569626,3025,0,15,-0.579705,-3,-3,-3,-3,13.5,13.5,-40.5,-40.5,1,0,-1,1,0,-3,-3,0,0
157,156,1,15,12,20.68832588,3.029569626,55,1,1,0,0,1,9,4,12,12,15,12,2.449864626,3025,0,12,0.579705,3,3,3,3,13.5,13.5,40.5,40.5,-1,0,1,1,0,3,3,0,0
158,157,0,12,12,14.81047726,2.695334911,55,1,0,0,1,1,17,7,6,,12,12,2.198550224,3025,0,12,0.496784687,0,0,0,0,12,12,0,0,1,0,15,0,0,0,0,0,0
158,157,1,12,12,9.011938095,2.198550224,55,1,0,0,0,1,2,8,3,3,12,12,2.695334911,3025,0,12,-0.496784687,0,0,0,0,12,12,0,0,-1,0,-15,0,0,0,0,0,0
159,158,1,12,12,6.43709898,1.862077951,55,0,1,0,0,1,7,6,12,12,13,12.5,1.476415515,3025,0,12.25,0.385662436,-0.5,1,0,0.5,12,12.75,0,6.375,0,0,5,1,0,0,0.5,0,0
159,158,0,12.5,13,4.377227306,1.476415515,55,0,1,0,0,1,2,6,12,12,12,12,1.862077951,3025,0,12.5,-0.385662436,0.5,-1,-0.5,0,12.75,12,-6.375,0,0,0,-5,1,0,-0.5,0,0,0
161,159,0,12,12,14.93406963,2.703645229,50,1,1,0,1,1,7,2,12,12,12,12,2.869743586,2500,0,12,-0.166098356,0,0,0,0,12,12,0,0,0,0,-20,1,0,0,0,0,0
161,159,1,12,12,17.63249588,2.869743586,50,1,0,0,1,1,27,2,12,12,12,12,2.703645229,2500,0,12,0.166098356,0,0,0,0,12,12,0,0,0,0,20,1,0,0,0,0,0
162,160,1,15.5,18,8.899679184,2.173492432,50.5,1,1,0.5,0,1,5,3,13.5,12,16,17.5,3.361837387,2550.25,1,17.75,-1.188344955,-2,-2,-2.5,-1.5,16.75,16.75,-41.875,-25.125,-1,0,-9.5,1,0,-2.5,-1.5,0,0
162,160,0,17.5,16,28.91053772,3.361837387,50.5,1,1,0,1,1,14.5,3,12,12,18,15.5,2.173492432,2550.25,1,15.75,1.188344955,2,2,1.5,2.5,16.75,16.75,25.125,41.875,1,0,9.5,1,0,1.5,2.5,0,0
163,161,0,14,14,4.377227306,1.476415515,20,1,1,0,0,0,2,3,12,12,14,14,1.585533619,400,0,14,-0.109118104,0,0,0,0,14,14,0,0,0,0,1.799999952,1,0,0,0,0,0
163,161,1,14,14,4.881895542,1.585533619,20,1,1,0,0,0,0.199999988,3,12,12,14,14,1.476415515,400,0,14,0.109118104,0,0,0,0,14,14,0,0,0,0,-1.799999952,1,0,0,0,0,0
164,162,0,12,12,4.480220318,1.499672174,31,1,1,0,0,1,0.099999964,6,16,16,12,12,1.499672174,961,0,12,0,0,0,0,0,12,12,0,0,0,0,0,0,1,0,0,0,0
164,162,1,12,12,4.480220318,1.499672174,31,1,1,0,0,1,0.099999964,6,16,14,12,12,1.499672174,961,0,12,0,0,0,0,0,12,12,0,0,0,0,0,0,1,0,0,0,0
165,163,1,17,16,85.82798767,4.452345371,48,1,0,0,0,1,28,3,14,12,17,16,3.731798887,2304,0,16,0.720546484,1,1,1,1,16.5,16.5,16.5,16.5,0,0,-4,1,0,1,1,0,0
165,163,0,16,17,41.75415421,3.731798887,48,1,0,1,0,1,32,3,12,12,16,17,4.452345371,2304,0,17,-0.720546484,-1,-1,-1,-1,16.5,16.5,-16.5,-16.5,0,0,4,1,0,-1,-1,0,0
167,164,0,12,12,8.112258911,2.092232704,50.5,0,1,0,0.5,1,4.5,4.5,6,12,12,12,3.361719608,2550.25,1,12,-1.269486904,0,0,0,0,12,12,0,0,0,0,1.875,0,0,0,0,0,0
167,164,1,12,12,51.87722778,3.361719608,50.5,0,1,0.5,0.5,1,2.625,4.5,6,12,12,12,2.092232704,2550.25,1,12,1.269486904,0,0,0,0,12,12,0,0,0,0,-1.875,0,0,0,0,0,0
168,165,1,16,16,19.22546768,2.956235886,39,0,1,0,0,0,10.5,3,12,8,16,16,3.025228739,1521,0,16,-0.068992853,0,0,0,0,16,16,0,0,-1,0,-1.5,0,0,0,0,0,0
168,165,0,16,16,20.59871674,3.025228739,39,0,1,0,1,0,12,3,12,8,16,16,2.956235886,1521,0,16,0.068992853,0,0,0,0,16,16,0,0,1,0,1.5,0,0,0,0,0,0
169,166,0,12,12,12.58810425,2.532752275,33,0,0,1,0,1,17,3,11,12,12,12,2.737546682,1089,0,12,-0.204794407,0,0,0,0,12,12,0,0,0,0,3,1,0,0,0,0,0
169,166,1,12,12,15.44903755,2.737546682,33,0,0,1,0,1,14,3,11,14,12,12,2.532752275,1089,0,12,0.204794407,0,0,0,0,12,12,0,0,0,0,-3,1,0,0,0,0,0
170,167,1,12,12,2.059871674,0.722643673,44,1,1,0,0,1,3,6,8,12,12,12,2.245433807,1936,0,12,-1.522790194,0,0,0,0,12,12,0,0,0,0,2,0,0,0,0,0,0
170,167,0,12,12,9.444511414,2.245433807,44,1,1,0,0,1,1,8,8,12,12,12,0.722643673,1936,0,12,1.522790194,0,0,0,0,12,12,0,0,0,0,-2,0,0,0,0,0,0
171,168,0,14,14,5.883820057,1.77201128,23,1,1,0,0,0,5.5,6,12,12,14,15,1.785372853,529,1,14.5,-0.013361573,-1,0,0,-1,14,14.5,0,-14.5,0,0,0.200000286,1,0,0,-1,0,0
171,168,1,15,14,5.961813927,1.785372853,23,1,1,0,0,0,5.299999714,6,12,12,14,14,1.77201128,529,1,14,0.013361573,1,0,1,0,14.5,14,14.5,0,0,0,-0.200000286,1,0,1,0,0,0
172,169,0,16,16,9.969779015,2.299558401,27,1,1,0,0,0,1.75,6,12,8,16,16,1.837785244,729,0,16,0.461773157,0,0,0,0,16,16,0,0,0,0,-7.25,0,0,0,0,0,0
172,169,1,16,16,6.282608032,1.837785244,27,1,1,0,0,0,9,6,12,9,16,16,2.299558401,729,0,16,-0.461773157,0,0,0,0,16,16,0,0,0,0,7.25,0,0,0,0,0,0
173,170,1,13.5,13.5,5.317355633,1.662666678,19.5,1,1,0,0,0,0.275000006,2,12,12,14,13,1.662666678,380.25,1,13.25,0,0.5,0.5,0,1,13.5,13.5,0,13.5,0,0,0.025000006,1,0,0,1,0,0
173,170,0,13,14,5.317355633,1.662666678,19.5,1,1,0,0,0,0.25,2,12,12,13.5,13.5,1.662666678,380.25,1,13.75,0,-0.5,-0.5,-1,0,13.5,13.5,-13.5,0,0,0,-0.025000006,1,0,-1,0,0,0
175,171,0,17,16,2.677832603,0.985007763,21,1,1,0,0,0,1,2,14,12,14,13,1.862077951,441,0,14.5,-0.877070189,4,-2,1,1,16.5,13.5,16.5,13.5,0,0,0.900000036,0,1,0,0,1,1
175,171,1,13,14,6.43709898,1.862077951,21,1,1,0,0,0,0.099999964,2,14,12,16,17,0.985007763,441,0,15.5,0.877070189,-4,2,-1,-1,13.5,16.5,-13.5,-16.5,0,0,-0.900000036,0,1,0,0,-1,-1
176,172,1,16,16,7.209550858,1.975406647,66,1,1,0,0,1,40,6,16,12,18,18,2.198550224,4356,0,17,-0.223143578,-2,2,0,0,16,18,0,0,0,0,15,0,1,0,0,0,0
176,172,0,18,18,9.011938095,2.198550224,66,1,1,1,0,1,25,3,16,10,16,16,1.975406647,4356,0,17,0.223143578,2,-2,0,0,18,16,0,0,0,0,-15,0,1,0,0,0,0
177,173,0,16,16,25.74839592,3.248372316,34,1,0,0,0,0,11,1,18,18,16,16,2.919868231,1156,0,16,0.328504086,0,0,0,0,16,16,0,0,0,0,4,0,1,0,0,0,0
177,173,1,16,16,18.53884506,2.919868231,34,1,0,0,0,0,7,1,18,18,16,16,3.248372316,1156,0,16,-0.328504086,0,0,0,0,16,16,0,0,0,0,-4,0,1,0,0,0,0
178,174,0,12,11,9.053135872,2.203111172,57,1,1,0,0,1,11,5,10,,12,10,1.725112081,3249,0,10.5,0.477999091,2,1,1,2,11.5,11,11.5,22,0,0,9.700000763,,,,,,
178,174,1,10,12,5.61315012,1.725112081,57,1,1,0,0,1,1.299999237,4,,,11,12,2.203111172,3249,0,12,-0.477999091,-2,-1,-2,-1,11,11.5,-22,-11.5,0,0,-9.700000763,,,,,,
179,175,1,12,12,5.407163143,1.68772459,51,1,1,0,0,1,0.5,3,12,12,13,13,1.75448072,2601,0,12.5,-0.066756129,-1,1,0,0,12,13,0,0,0,0,-14,1,0,0,0,0,0
179,175,0,13,13,5.780445099,1.75448072,51,1,1,0,0,1,14.5,4,10,12,12,12,1.68772459,2601,0,12.5,0.066756129,1,-1,0,0,13,12,0,0,0,0,14,1,0,0,0,0,0
180,176,0,16,16,24.03183746,3.179379463,45,0,1,0,1,1,8,3,13,14,16,16,2.891697407,2025,0,16,0.287682056,0,0,0,0,16,16,0,0,0,0,6,0,1,0,0,0,0
180,176,1,16,16,18.02387619,2.891697407,45,0,1,0,1,1,2,2,12,14,16,16,3.179379463,2025,0,16,-0.287682056,0,0,0,0,16,16,0,0,0,0,-6,0,1,0,0,0,0
181,177,1,13,13,5.149679184,1.638934374,52,1,1,0,0,1,2.5,2,16,12,13,13,1.761152029,2704,0,13,-0.122217655,0,0,0,0,13,13,0,0,0,0,2.25,0,1,0,0,0,0
181,177,0,13,13,5.819137096,1.761152029,52,1,1,0,0,1,0.25,2,16,12,13,13,1.638934374,2704,0,13,0.122217655,0,0,0,0,13,13,0,0,0,0,-2.25,0,1,0,0,0,0
182,178,0,12,13,9,2.197224617,39.5,1,1,0,1,1,10,2,12,12,12,13,2.663907051,1560.25,1,13,-0.466682434,-1,-1,-1,-1,12.5,12.5,-12.5,-12.5,1,0,-6,1,0,-1,-1,0,0
182,178,1,13,12,15.14967918,2.663907051,39.5,1,1,0,0,1,16,2,12,12,13,12,2.197224617,1560.25,1,12,0.466682434,1,1,1,1,12.5,12.5,12.5,12.5,-1,0,6,1,0,1,1,0,0
183,179,1,18,18,24.7579422,3.209146261,57,1,0,0,0,1,4,1,12,8,16,18,3.536054373,3249,0,18,-0.326908112,0,-2,0,-2,18,17,0,-34,0,0,-13,0,0,0,0,0,0
183,179,0,18,16,34.33119202,3.536054373,57,1,0,0,0,1,17,1,12,10,18,18,3.209146261,3249,0,17,0.326908112,0,2,2,0,17,18,34,0,0,0,13,0,0,0,0,0,0
