"first","educ","educt","hrwage","lwage","age","white","female","selfemp","uncov","married","tenure","nsibs","daded","momed","educt_t","educ_t","lwage_t","age2","twoplus","aeduct","dlwage","deduc","deduct","dceduc","dceduct","cseduc","cseduct","dcsumint","dcsuminz","duncov","dmaried","dtenure","pedhs","pedcl","dcpedhs","dcpedhst","dcpedcl","dcpedclt"
,12,12,6.630873680114746,1.891736626625061,32.01539611816406,1,1,0.5,0,1,6.75,3,12,12,12,12,2.574916362762451,1024.985595703125,1,12,-0.6831797361373901,0,0,0,0,12,12,0,0,0,1,-7.25,1,0,0,0,0,0
,15,12.5,11.836889266967773,2.4641401767730713,43.009918212890625,1,1,0,1,1,23.5,2,12,12,16,12,1.913725733757019,1849.85302734375,1,12.25,0.5504144430160522,3,3.5,2.5,4,13.75,14,34.375,56,0,0,18,1,0,2.5,4,0,0
1,12,16,6.788370132446289,1.913725733757019,43.009918212890625,1,1,0,1,1,5.5,2,12,12,12.5,15,2.4641401767730713,1849.85302734375,1,15.5,-0.5504144430160522,-3,-3.5,-4,-2.5,14,13.75,-56,-34.375,0,0,-18,1,0,-4,-2.5,0,0
,12,12,4.670556545257568,1.5410923957824707,36.04494094848633,1,1,0,0,1,5,2,10,8.333333015441895,12,12,2.6097888946533203,1299.23779296875,1,12,-1.0686964988708496,0,0,0,0,12,12,0,0,-1,0,-12.033330917358398,0,0,0,0,0,0
1,12,12,13.608406066894531,2.6097888946533203,36.04494094848633,1,1,0,1,1,17.0333309173584,2,8,8,12,12,1.5410923957824707,1299.23779296875,1,12,1.0686964988708496,0,0,0,0,12,12,0,0,1,0,12.033330917358398,0,0,0,0,0,0
,12,12,4.508994102478027,1.506074070930481,24.8377685546875,1,0,0,0,1,0.4169999957084656,,11,,13,12,2.1794185638427734,616.9147338867188,0,12,-0.6733444929122925,0,1,0,1,12,12.5,0,12.5,0,1,-3.5829999446868896,1,0,0,1,0,0
1,12,13,8.841164588928223,2.1794185638427734,24.8377685546875,1,0,0,0,0,4,,12,12,12,12,1.506074070930481,616.9147338867188,0,12.5,0.6733444929122925,0,-1,-1,0,12.5,12,-12.5,0,0,-1,3.5829999446868896,1,0,-1,0,0,0
,14,12,8.487518310546875,2.138596534729004,28.531143188476562,1,1,0,0,1,3,,12,,12,12,2.0050652027130127,814.026123046875,0,12,0.1335313320159912,2,0,2,0,13,12,26,0,0,1,1,0,0,0,0,0,0
1,12,12,7.426578521728516,2.0050652027130127,28.531143188476562,1,1,0,0,0,2,,12,8,12,14,2.138596534729004,814.026123046875,0,13,-0.1335313320159912,-2,0,0,-2,12,13,0,-26,0,-1,-1,0,0,0,0,0,0
,12,14,6.320311546325684,1.842559814453125,28.13860321044922,1,1,0,0,1,0.8999999761581421,2,12,14,12,14,2.2678020000457764,791.781005859375,1,14,-0.42524218559265137,-2,-2,-2,-2,13,13,-26,-26,0,0,-2.0999999046325684,0,1,0,0,-2,-2
1,14,12,9.65818977355957,2.2678020000457764,28.13860321044922,1,1,0,0,1,3,,12,14,14,12,1.842559814453125,791.781005859375,1,12,0.42524218559265137,2,2,2,2,13,13,26,26,0,0,2.0999999046325684,0,1,0,0,2,2
,16,18,24.93656349182129,3.2163350582122803,43.42230224609375,1,1,0,0,1,6,,16,16,16,18,3.317251682281494,1885.496337890625,0,18,-0.10091662406921387,-2,-2,-2,-2,17,17,-34,-34,0,0,-1,0,1,0,0,-2,-2
1,18,16,27.584434509277344,3.317251682281494,43.42230224609375,1,1,0,0,1,7,,16,16,18,16,3.2163350582122803,1885.496337890625,0,16,0.10091662406921387,2,2,2,2,17,17,34,34,0,0,1,0,1,0,0,2,2
,16.5,18,19.330707550048828,2.9580459594726562,32.383636474609375,1,0,0,0,1,10.5,2,18,18,16,18,4.2354936599731445,1048.699951171875,1,18,-1.2774477005004883,-1.5,-2,-1.5,-2,17.25,17,-25.875,-34,-1,0,6.75,0,1,0,0,-1.5,-2
1,18,16,69.32819366455078,4.2354936599731445,32.383636474609375,1,0,0,1,1,3.75,,18,18,18,16.5,2.9580459594726562,1048.699951171875,1,16.25,1.2774477005004883,1.5,2,2,1.5,17,17.25,34,25.875,1,0,-6.75,0,1,0,0,2,1.5
,18,15,7.426578521728516,2.0050652027130127,32.446258544921875,1,0,0,0,0,2,,12,12,17,15,2.426591157913208,1052.7596435546875,0,15,-0.4215259552001953,3,2,3,2,16.5,16,49.5,32,-1,0,-9,1,0,3,2,0,0
1,15,17,11.32022762298584,2.426591157913208,32.446258544921875,1,0,0,1,0,11,,12,12,15,18,2.0050652027130127,1052.7596435546875,0,17.5,0.4215259552001953,-3,-2,-2,-3,16,16.5,-32,-49.5,1,0,9,1,0,-2,-3,0,0
1,16,15,5.304698944091797,1.6685930490493774,22.472274780273438,1,1,1,0,0,0.018999997526407242,,16,18,16,15,2.0740580558776855,505.0031433105469,0,15,-0.4054650068283081,1,1,1,1,15.5,15.5,15.5,15.5,0,0,-2.9809999465942383,0,1,0,0,1,1
,15,16,7.957048416137695,2.0740580558776855,22.472274780273438,1,1,0,0,0,3,,16,17,15,16,1.6685930490493774,505.0031433105469,0,16,0.4054650068283081,-1,-1,-1,-1,15.5,15.5,-15.5,-15.5,0,0,2.9809999465942383,0,1,0,0,-1,-1
1,14,12,13.261747360229492,2.584883689880371,40.35865783691406,1,1,0,0,1,22,,7,12,14,12,2.0740580558776855,1628.8212890625,0,12,0.5108256340026855,2,2,2,2,13,13,26,26,0,0,19,0,0,0,0,0,0
,12,14,7.957048416137695,2.0740580558776855,40.35865783691406,1,1,1,0,1,3,,3,12,12,14,2.584883689880371,1628.8212890625,0,14,-0.5108256340026855,-2,-2,-2,-2,13,13,-26,-26,0,0,-19,0,0,0,0,0,0
1,16,18,9.017988204956055,2.19922137260437,43.30458068847656,1,1,0,0,0,1.5,,12,12,16,18,3.5657129287719727,1875.2867431640625,0,18,-1.3664915561676025,-2,-2,-2,-2,17,17,-34,-34,0,0,-1,1,0,-2,-2,0,0
,18,16,35.36465835571289,3.5657129287719727,43.30458068847656,1,1,0,0,0,2.5,,12,12,18,16,2.19922137260437,1875.2867431640625,0,16,1.3664915561676025,2,2,2,2,17,17,34,34,0,0,1,1,0,2,2,0,0
1,12,12,9.361916542053223,2.236623764038086,51.27446746826172,1,1,0,0,1,7.300000190734863,,12,12,12,12,1.8724523782730103,2629.071044921875,1,12,0.3641713857650757,0,0,0,0,12,12,0,0,0,0,3.3000001907348633,1,0,0,0,0,0
,12,12,6.542584419250488,1.8724523782730103,51.27446746826172,1,1,0,0,1,4,2,12,12,12,12,2.236623764038086,2629.071044921875,1,12,-0.3641713857650757,0,0,0,0,12,12,0,0,0,0,-3.3000001907348633,1,0,0,0,0,0
1,12,12,7.426578521728516,2.0050652027130127,44.219024658203125,1,1,1,0,1,0.25,,8,12,13,13,2.4671006202697754,1955.3221435546875,0,12.5,-0.4620354175567627,-1,1,0,0,12,13,0,0,0,0,-3.75,0,0,0,0,0,0
,13,13,11.788219451904297,2.4671006202697754,44.219024658203125,1,1,0,0,1,4,,12,10,12,12,2.0050652027130127,1955.3221435546875,0,12.5,0.4620354175567627,1,-1,0,0,13,12,0,0,0,0,3.75,0,0,0,0,0,0
,12,16,12.62518310546875,2.535693407058716,27.23065185546875,1,0,0,1,0,5,,12,12,12,16,3.237208843231201,741.5084228515625,0,16,-0.7015154361724854,-4,-4,-4,-4,14,14,-56,-56,1,0,1,1,0,-4,-4,0,0
1,16,12,25.462554931640625,3.237208843231201,27.23065185546875,1,0,0,0,0,4,,12,12,16,12,2.535693407058716,741.5084228515625,0,12,0.7015154361724854,4,4,4,4,14,14,56,56,-1,0,-1,1,0,4,4,0,0
,12,12,12.466042518615723,2.523008346557617,36.3641357421875,1,0,0,1,0,18,,12,12,12,12,1.9760777950286865,1322.350341796875,0,12,0.5469305515289307,0,0,0,0,12,12,0,0,0,0,15,1,0,0,0,0,0
1,12,12,7.214390754699707,1.9760777950286865,36.3641357421875,1,0,0,1,0,3,,12,12,12,12,2.523008346557617,1322.350341796875,0,12,-0.5469305515289307,0,0,0,0,12,12,0,0,0,0,-15,1,0,0,0,0,0
,12,12,10.609397888183594,2.3617401123046875,36.48185729980469,1,1,0,0,1,1,,12,12,10,12,1.6685930490493774,1330.9259033203125,0,12,0.6931470632553101,0,-2,0,-2,12,11,0,-22,0,0,0.6669999957084656,1,0,0,-2,0,0
1,12,10,5.304698944091797,1.6685930490493774,36.48185729980469,1,1,0,0,1,0.3330000042915344,,12,12,12,12,2.3617401123046875,1330.9259033203125,0,11,-0.6931470632553101,0,2,2,0,11,12,22,0,0,0,-0.6669999957084656,1,0,2,0,0,0
1,16,16,9.74809455871582,2.275989532470703,26.088638305664062,1,0,0,0,0,1.5084997415542603,,16,16,16,16,1.8417479991912842,680.6170654296875,1,16,0.43424153327941895,0,0,0,0,16,16,0,0,0,0,-0.9915002584457397,0,1,0,0,0,0
,16,16,6.478524208068848,1.8417479991912842,26.088638305664062,1,0,0,0,0,2.5,2,16,13,16,16,2.275989532470703,680.6170654296875,1,16,-0.43424153327941895,0,0,0,0,16,16,0,0,0,0,0.9915002584457397,0,1,0,0,0,0
1,18,16,17.121044158935547,2.8334946632385254,65.04654693603516,1,0,1,0.3333333432674408,1,28.513999938964844,3.5,12,16,18,16,3.516305446624756,4231.05322265625,1,16,-0.6828107833862305,2,2,2,2,17,17,34,34,0.3333333432674408,0,-4.819332122802734,0,1,0,0,2,2
,16,18,43.95619583129883,3.516305446624756,65.04654693603516,1,0,1,0,1,33.33333206176758,3.5,14.666666984558105,16,16,18,2.8334946632385254,4231.05322265625,1,18,0.6828107833862305,-2,-2,-2,-2,17,17,-34,-34,-0.3333333432674408,0,4.819332122802734,0,1,0,0,-2,-2
,15,15,9.955425262451172,2.295832872390747,29.07666015625,1,1,0,0,1,7.050000190734863,2,13,12,14,15,2.4437344074249268,845.4521484375,1,15,-0.1479015350341797,0,-1,0,-1,15,14.5,0,-14.5,0,1,-0.9499998092651367,1,0,0,-1,0,0
1,15,14,11.554698944091797,2.4437344074249268,29.07666015625,1,1,0,0,0,8,,13,12,15,15,2.295832872390747,845.4521484375,1,14.5,0.1479015350341797,0,1,1,0,14.5,15,14.5,0,0,-1,0.9499998092651367,1,0,1,0,0,0
1,12,12,12.26711654663086,2.5069222450256348,50.05064392089844,1,1,0,0,1,5,,12,12,12,12,1.987046718597412,2505.06689453125,0,12,0.5198755264282227,0,0,0,0,12,12,0,0,-1,0,2.5,0,0,0,0,0,0
,12,12,7.293961048126221,1.987046718597412,50.05064392089844,1,1,0,1,1,2.5,,8,8,12,12,2.5069222450256348,2505.06689453125,0,12,-0.5198755264282227,0,0,0,0,12,12,0,0,1,0,-2.5,0,0,0,0,0,0
,12,12,16.389814376831055,2.7946431636810303,25.970565795898438,1,1,0,0,0,8.5,4,10.5,12,12,12,2.8090548515319824,674.4702758789062,1,12,-0.014411687850952148,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0
1,12,12,16.59422492980957,2.8090548515319824,25.970565795898438,1,1,0,0,0,8.5,4,9,12,12,12,2.7946431636810303,674.4702758789062,1,12,0.014411687850952148,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0
1,12,12,25.413984298706055,3.234818935394287,42.32466125488281,1,0,0,1,1,22.16666603088379,4,8,8,12,12,3.2484264373779297,1791.376953125,1,12,-0.013607501983642578,0,0,0,0,12,12,0,0,0,0,1.8333320617675781,0,0,0,0,0,0
,12,12,25.75729751586914,3.2484264373779297,42.32466125488281,1,0,0.3333333432674408,1,1,20.33333396911621,4,5,5.333333492279053,12,12,3.234818935394287,1791.376953125,1,12,0.013607501983642578,0,0,0,0,12,12,0,0,0,0,-1.8333320617675781,0,0,0,0,0,0
1,16,14,14.14586353302002,2.6494221687316895,26.9267578125,1,0,0,0,0,4,,12,12,16,14,2.3617401123046875,725.05029296875,0,14,0.28768205642700195,2,2,2,2,15,15,30,30,0,-1,-2.5,1,0,2,2,0,0
,14,16,10.609397888183594,2.3617401123046875,26.9267578125,1,0,0,0,1,6.5,,12,12,14,16,2.6494221687316895,725.05029296875,0,16,-0.28768205642700195,-2,-2,-2,-2,15,15,-30,-30,0,1,2.5,1,0,-2,-2,0,0
1,13,13,19.878820419311523,2.987377643585205,40.936683654785156,0,0,0,0.5,1,20.5,10,7,7,12,13,2.9284863471984863,1675.81201171875,1,13,0.05889129638671875,0,-1,0,-1,13,12.5,0,-12.5,0,0,-2.25,0,0,0,0,0,0
,13,12,18.84888458251953,2.9284863471984863,40.936683654785156,0,0,0,0.5,1,22.75,10,8,12,13,13,2.987377643585205,1675.81201171875,1,12.5,-0.05889129638671875,0,1,1,0,12.5,13,12.5,0,0,0,2.25,0,0,0,0,0,0
1,12,12,4.774229049682617,1.5632325410842896,48.2491455078125,1,1,0,0,1,3,,8,8,12,12,1.5472939014434814,2327.97998046875,0,12,0.015938639640808105,0,0,0,0,12,12,0,0,0,0,2.993000030517578,0,0,0,0,0,0
,12,12,4.698737621307373,1.5472939014434814,48.2491455078125,1,1,0,0,1,0.006999999284744263,,8,8,12,12,1.5632325410842896,2327.97998046875,0,12,-0.015938639640808105,0,0,0,0,12,12,0,0,0,0,-2.993000030517578,0,0,0,0,0,0
,12,13,5.304698944091797,1.6685930490493774,37.28131103515625,1,1,0,0,1,0.5,,12,12,12,13,2.400960922241211,1389.8961181640625,0,13,-0.7323678731918335,-1,-1,-1,-1,12.5,12.5,-12.5,-12.5,0,0,-7.5,1,0,-1,-1,0,0
1,13,12,11.033773422241211,2.400960922241211,37.28131103515625,1,1,0,0,1,8,,12,12,13,12,1.6685930490493774,1389.8961181640625,0,12,0.7323678731918335,1,1,1,1,12.5,12.5,12.5,12.5,0,0,7.5,1,0,1,1,0,0
,13,12,7.286634922027588,1.986041784286499,70.80047607421875,1,0,1,0,1,44,9,12,10,12,12,1.0591158866882324,5012.70751953125,1,12,0.9269258975982666,1,0,1,0,12.5,12,12.5,0,0,0,-11,1,0,1,0,0,0
1,12,12,2.8838202953338623,1.0591158866882324,70.80047607421875,1,0,1,0,1,55,9,12,11,12,13,1.986041784286499,5012.70751953125,1,12.5,-0.9269258975982666,-1,0,0,-1,12,12.5,0,-12.5,0,0,11,1,0,0,-1,0,0
,13,13,11.819933891296387,2.4681296348571777,30.02703094482422,1,0,0,1,0,2.549999713897705,,12,12,13,13,2.703726291656494,901.62255859375,1,13,-0.2355966567993164,0,0,0,0,13,13,0,0,0,0,-3.450000286102295,1,0,0,0,0,0
1,13,13,14.941813468933105,2.703726291656494,30.02703094482422,1,0,0,1,0,6,2,12,12,13,13,2.4681296348571777,901.62255859375,1,13,0.2355966567993164,0,0,0,0,13,13,0,0,0,0,3.450000286102295,1,0,0,0,0,0
,16,12,14.14586353302002,2.6494221687316895,30.225860595703125,1,1,0,0,1,4.5,,12,16,16,12,1.7547706365585327,913.6026611328125,0,12,0.8946515321731567,4,4,4,4,14,14,56,56,-1,1,-2.5,0,1,0,0,4,4
1,12,16,5.782121658325195,1.7547706365585327,30.225860595703125,1,1,0,1,0,7,,12,16,12,16,2.6494221687316895,913.6026611328125,0,16,-0.8946515321731567,-4,-4,-4,-4,14,14,-56,-56,1,-1,2.5,0,1,0,0,-4,-4
,13.666666984558105,12,20.713041305541992,2.9949185848236084,53.32854080200195,1,0,0,0,1,26.66666603088379,7,6.5,9,12.666666984558105,12,2.518638849258423,2843.933349609375,1,12,0.47627973556518555,1.6666669845581055,0.6666669845581055,1.6666669845581055,0.6666669845581055,12.833333969116211,12.333333969116211,21.388893127441406,8.2222261428833,0,0,1.6000003814697266,0,0,0,0,0,0
1,12,12.666666984558105,12.418209075927734,2.518638849258423,53.32854080200195,1,0,0,0,1,25.066665649414062,7,4,9.666666984558105,12,13.666666984558105,2.9949185848236084,2843.933349609375,1,13.166666984558105,-0.47627973556518555,-1.6666669845581055,-0.6666669845581055,-0.6666669845581055,-1.6666669845581055,12.333333969116211,12.833333969116211,-8.2222261428833,-21.388893127441406,0,0,-1.6000003814697266,0,0,0,0,0,0
1,13,12,19.09691619873047,2.949526786804199,37.3743896484375,1,0,0,1,1,15,,18,9,12,12,2.333569288253784,1396.844970703125,0,12,0.615957498550415,1,0,1,0,12.5,12,12.5,0,1,0,6,0,1,0,0,1,0
,12,12,10.314692497253418,2.333569288253784,37.3743896484375,1,0,1,0,1,9,,18,11,12,13,2.949526786804199,1396.844970703125,0,12.5,-0.615957498550415,-1,0,0,-1,12,12.5,0,-12.5,-1,0,-6,0,1,0,0,0,-1
,13,12,5.304698944091797,1.6685930490493774,21.927444458007812,1,1,0,0,0,1.25,,12,12,12,12,1.9562751054763794,480.8128356933594,0,12,-0.28768205642700195,1,0,1,0,12.5,12,12.5,0,0,0,-1.75,1,0,1,0,0,0
1,12,12,7.07293176651001,1.9562751054763794,21.927444458007812,1,1,0,0,0,3,,12,12,12,13,1.6685930490493774,480.8128356933594,0,12.5,0.28768205642700195,-1,0,0,-1,12,12.5,0,-12.5,0,0,1.75,1,0,0,-1,0,0
1,16,16,7.957048416137695,2.0740580558776855,23.969879150390625,1,1,0,0,0,0.018999997526407242,,12,12,16,16,2.417829751968384,574.5551147460938,0,16,-0.34377169609069824,0,0,0,0,16,16,0,0,0,0,-0.03800000250339508,1,0,0,0,0,0
,16,16,11.221479415893555,2.417829751968384,23.969879150390625,1,1,0,0,0,0.05700000002980232,,12,12,16,16,2.0740580558776855,574.5551147460938,0,16,0.34377169609069824,0,0,0,0,16,16,0,0,0,0,0.03800000250339508,1,0,0,0,0,0
1,18,18,7.973401069641113,2.0756237506866455,36.68617248535156,1,0,0,0,0,1.25,6,16,15.5,18,18,2.3616902828216553,1345.875244140625,1,18,-0.28606653213500977,0,0,0,0,18,18,0,0,0,0,-2.75,0,1,0,0,0,0
,18,18,10.613519668579102,2.3616902828216553,36.68617248535156,1,0,0,0,0,4,6,16,12,18,18,2.0756237506866455,1345.875244140625,1,18,0.28606653213500977,0,0,0,0,18,18,0,0,0,0,2.75,0,1,0,0,0,0
1,16,16,12.017412185668945,2.381765365600586,37.314849853515625,1,1,0,0,1,7.233333110809326,4,16,16,16,16,2.6768269538879395,1392.3980712890625,1,16,-0.2950615882873535,0,0,0,0,16,16,0,0,0,0,-5.3000006675720215,0,1,0,0,0,0
,16,16,14.621045112609863,2.6768269538879395,37.314849853515625,1,1,0,0,1,12.533333778381348,4,16,16,16,16,2.381765365600586,1392.3980712890625,1,16,0.2950615882873535,0,0,0,0,16,16,0,0,0,0,5.3000006675720215,0,1,0,0,0,0
,14,10,11.706000328063965,2.459909200668335,43.60027313232422,1,1,0,0,1,15.5,3,8,8,13.5,11,1.9449384212493896,1900.9837646484375,1,10.5,0.5149707794189453,3,3.5,4,2.5,12,12.25,48,30.625,0,0,14.835000038146973,0,0,0,0,0,0
1,11,13.5,6.994133472442627,1.9449384212493896,43.60027313232422,1,1,0,0,1,0.6649999618530273,3,6,10,10,14,2.459909200668335,1900.9837646484375,1,13.75,-0.5149707794189453,-3,-3.5,-2.5,-4,12.25,12,-30.625,-48,0,0,-14.835000038146973,0,0,0,0,0,0
,13,13,4.508994102478027,1.506074070930481,18.781646728515625,1,1,0,0,0,0.16699999570846558,,18,12,13,13,1.506074070930481,352.750244140625,0,13,0,0,0,0,0,13,13,0,0,0,0,-0.08300000429153442,0,1,0,0,0,0
1,13,13,4.508994102478027,1.506074070930481,18.781646728515625,1,1,0,0,0,0.25,,16,12,13,13,1.506074070930481,352.750244140625,0,13,0,0,0,0,0,13,13,0,0,0,0,0.08300000429153442,0,1,0,0,0,0
,14,12,14.467361450195312,2.6718952655792236,36.621490478515625,1,1,0,0,0,10,,14,12,14,12,2.3617401123046875,1341.133544921875,0,12,0.31015515327453613,2,2,2,2,13,13,26,26,0,0,1,1,0,2,2,0,0
1,12,14,10.609397888183594,2.3617401123046875,36.621490478515625,1,1,0,0,0,9,,13,12,12,14,2.6718952655792236,1341.133544921875,0,14,-0.31015515327453613,-2,-2,-2,-2,13,13,-26,-26,0,0,-1,1,0,-2,-2,0,0
1,14,12,23.68320655822754,3.164766311645508,45.61259460449219,1,1,1,0,1,3,,12,12,14,12,2.792515516281128,2080.5087890625,0,12,0.3722507953643799,2,2,2,2,13,13,26,26,0,0,-4,1,0,2,2,0,0
,12,14,16.322025299072266,2.792515516281128,45.61259460449219,1,1,0,0,1,7,,12,12,12,14,3.164766311645508,2080.5087890625,0,14,-0.3722507953643799,-2,-2,-2,-2,13,13,-26,-26,0,0,4,1,0,-2,-2,0,0
1,12,12,5.174937725067139,1.6432617902755737,30.130273818969727,1,1,0,0,1,4,5.5,12,12,12,12,1.578490138053894,907.8333740234375,1,12,0.06477165222167969,0,0,0,0,12,12,0,0,0,0,2.9166665077209473,1,0,0,0,0,0
,12,12,4.857804298400879,1.578490138053894,30.130273818969727,1,1,0,0,1,1.0833333730697632,6,12,12,12,12,1.6432617902755737,907.8333740234375,1,12,-0.06477165222167969,0,0,0,0,12,12,0,0,0,0,-2.9166665077209473,1,0,0,0,0,0
1,14,12,24.483304977416992,3.197991371154785,38.77070617675781,1,1,0,0,1,16,,13,12,13,13,3.1109745502471924,1503.1676025390625,0,12.5,0.08701682090759277,1,1,2,0,13,13,26,0,0,0,-2,1,0,2,0,0,0
,13,13,22.442907333374023,3.1109745502471924,38.77070617675781,1,1,0,0,1,18,,14,12,12,14,3.197991371154785,1503.1676025390625,0,13.5,-0.08701682090759277,-1,-1,0,-2,13,13,0,-26,0,0,2,1,0,0,-2,0,0
1,12,12,21.86199188232422,3.084749698638916,45.55509948730469,1,1,0,1,1,13,,12,8,12,12,2.9748446941375732,2075.26708984375,0,12,0.10990500450134277,0,0,0,0,12,12,0,0,0,0,-7,0,0,0,0,0,0
,12,12,19.586580276489258,2.9748446941375732,45.55509948730469,1,1,0,1,1,20,,12,9,12,12,3.084749698638916,2075.26708984375,0,12,-0.10990500450134277,0,0,0,0,12,12,0,0,0,0,7,0,0,0,0,0,0
,12,14,2.4932079315185547,0.9135702252388,40.312103271484375,1,1,0,0,1,1,,8,8,12,14,1.763903260231018,1625.065673828125,0,14,-0.850333034992218,-2,-2,-2,-2,13,13,-26,-26,0,0,-2,0,0,0,0,0,0
1,14,12,5.835168838500977,1.763903260231018,40.312103271484375,1,1,0,0,1,3,,8,12,14,12,0.9135702252388,1625.065673828125,0,12,0.850333034992218,2,2,2,2,13,13,26,26,0,0,2,0,0,0,0,0,0
1,14,16,7.957048416137695,2.0740580558776855,28.413406372070312,1,1,0,0,0,6,,14,16,14,16,2.8035728931427,807.3216552734375,0,16,-0.7295148372650146,-2,-2,-2,-2,15,15,-30,-30,0,0,-2,0,1,0,0,-2,-2
,16,14,16.503507614135742,2.8035728931427,28.413406372070312,1,1,0,0,0,8,,14,14,16,14,2.0740580558776855,807.3216552734375,0,14,0.7295148372650146,2,2,2,2,15,15,30,30,0,0,2,0,1,0,0,2,2
1,16,16,9.548458099365234,2.2563796043395996,28.413406372070312,1,1,0,0,0,6,,13,16,14,16,2.757154941558838,807.3216552734375,0,16,-0.5007753372192383,0,-2,0,-2,16,15,0,-30,0,0,3,0,1,0,0,0,-2
,16,14,15.754956245422363,2.757154941558838,28.413406372070312,1,1,0,0,0,3,,12,15,16,16,2.2563796043395996,807.3216552734375,0,15,0.5007753372192383,0,2,2,0,15,16,30,0,0,0,-3,0,1,0,0,2,0
,12,13,7.559729099273682,2.0228352546691895,22,1,1,0,0,1,4,2,12,12,12,14,2.010498046875,484,0,13.5,0.012337207794189453,-2,-1,-1,-2,12.5,13,-12.5,-26,0,0,2,1,0,-1,-2,0,0
1,14,12,7.467034816741943,2.010498046875,22,1,1,0,0,1,2,2,13,12,13,12,2.0228352546691895,484,0,12,-0.012337207794189453,2,1,2,1,13,12.5,26,12.5,0,0,-2,1,0,2,1,0,0
,12.5,16,10.299358367919922,2.3320815563201904,35,1,1,0,0,1,15.5,3,13.5,12,13,16,2.0309765338897705,1225,0,16,0.3011050224304199,-3.5,-3,-3.5,-3,14.25,14.5,-49.875,-43.5,0,0,14.5,1,0,-3.5,-3,0,0
1,16,13,7.621524810791016,2.0309765338897705,35,1,1,0,0,1,1,3,12,12,16,12.5,2.3320815563201904,1225,0,12.75,-0.3011050224304199,3.5,3,3,3.5,14.5,14.25,43.5,49.875,0,0,-14.5,1,0,3,3.5,0,0
,12,12,10.59467887878418,2.3599634170532227,40.5,1,1,0,0,0,19.5,2,12,12,12,12,2.502504348754883,1640.25,1,12,-0.14254093170166016,0,0,0,0,12,12,0,0,0,-1,-3,1,0,0,0,0,0
1,12,12,12.213117599487305,2.502504348754883,40.5,1,1,0,0,1,22.5,2,12,12,12,12,2.3599634170532227,1640.25,1,12,0.14254093170166016,0,0,0,0,12,12,0,0,0,1,3,1,0,0,0,0,0
1,18,16,4.291399002075195,1.4566128253936768,24,1,1,0,0,0,2,1,18,14,18,16,1.9754066467285156,576,0,16,-0.5187938213348389,2,2,2,2,17,17,34,34,0,0,1.5,0,1,0,0,2,2
,16,18,7.209550857543945,1.9754066467285156,24,1,1,0,0,0,0.5,1,18,14,16,18,1.4566128253936768,576,0,18,0.5187938213348389,-2,-2,-2,-2,17,17,-34,-34,0,0,-1.5,0,1,0,0,-2,-2
1,12,12,8.239486694335938,2.108937978744507,48,1,1,1,0,1,1,2,8,14,12,13,1.6389343738555908,2304,0,12.5,0.470003604888916,-1,0,0,-1,12,12.5,0,-12.5,0,0,-2,0,0,0,0,0,0
,13,12,5.149679183959961,1.6389343738555908,48,1,1,0,0,1,3,2,8,13,12,12,2.108937978744507,2304,0,12,-0.470003604888916,1,0,1,0,12.5,12,12.5,0,0,0,2,0,0,0,0,0,0
,12,15,11.586777687072754,2.449864625930786,55,1,1,0,1,1,8,4,12,12,12,15,3.029569625854492,3025,0,15,-0.579704999923706,-3,-3,-3,-3,13.5,13.5,-40.5,-40.5,1,0,-1,1,0,-3,-3,0,0
1,15,12,20.688325881958008,3.029569625854492,55,1,1,0,0,1,9,4,12,12,15,12,2.449864625930786,3025,0,12,0.579704999923706,3,3,3,3,13.5,13.5,40.5,40.5,-1,0,1,1,0,3,3,0,0
,12,12,14.810477256774902,2.6953349113464355,55,1,0,0,1,1,17,7,6,,12,12,2.198550224304199,3025,0,12,0.49678468704223633,0,0,0,0,12,12,0,0,1,0,15,0,0,0,0,0,0
1,12,12,9.011938095092773,2.198550224304199,55,1,0,0,0,1,2,8,3,3,12,12,2.6953349113464355,3025,0,12,-0.49678468704223633,0,0,0,0,12,12,0,0,-1,0,-15,0,0,0,0,0,0
1,12,12,6.437098979949951,1.8620779514312744,55,0,1,0,0,1,7,6,12,12,13,12.5,1.4764155149459839,3025,0,12.25,0.3856624364852905,-0.5,1,0,0.5,12,12.75,0,6.375,0,0,5,1,0,0,0.5,0,0
,12.5,13,4.377227306365967,1.4764155149459839,55,0,1,0,0,1,2,6,12,12,12,12,1.8620779514312744,3025,0,12.5,-0.3856624364852905,0.5,-1,-0.5,0,12.75,12,-6.375,0,0,0,-5,1,0,-0.5,0,0,0
1,12,12,13.521827697753906,2.6043038368225098,53.5,0.5,1,0,0,1,22.79999542236328,11,9,8,12,12,1.7368767261505127,2862.25,1,12,0.8674271106719971,0,0,0,0,12,12,0,0,0,0,21.29999542236328,0,0,0,0,0,0
,12,12,5.680826663970947,1.7368767261505127,53.5,1,1,0,0,1,1.5,11,7,8,12,12,2.6043038368225098,2862.25,1,12,-0.8674271106719971,0,0,0,0,12,12,0,0,0,0,-21.29999542236328,0,0,0,0,0,0
,12,12,14.934069633483887,2.7036452293395996,50,1,1,0,1,1,7,2,12,12,12,12,2.869743585586548,2500,0,12,-0.16609835624694824,0,0,0,0,12,12,0,0,0,0,-20,1,0,0,0,0,0
